preset,frames,final_frame,divergence,vorticity,cfl,max_speed,kinetic_energy,csv_path
single_vortex,300,300,0.2906101565815415,549.9594903479148,0.05221047835573541,0.5221047835573541,0.4717468984330935,recordings\single_vortex.csv
double_vortex,300,300,0.04421426056613002,227.00306267014804,0.023795817873750912,0.23795817873750913,0.054359310415878825,recordings\double_vortex.csv
four_vortices,300,300,0.015057778837491556,115.6834420344968,0.008681681527248825,0.08681681527248825,0.0086668315830863,recordings\four_vortices.csv
shear_layer,300,300,0.7389508082702054,904.446167727081,0.08280966870686665,0.8280966870686666,1.2428093956147974,recordings\shear_layer.csv
taylor_green,300,300,0.0606833253959891,231.15061290247132,0.024043058238542515,0.24043058238542517,0.04593755868620158,recordings\taylor_green.csv
blob,300,300,0.1503715008426737,395.2542079565033,0.038445444619663253,0.38445444619663255,0.24358330881308146,recordings\blob.csv
