frame,divergence,vorticity,cfl,max_speed,kinetic_energy,rhs_ms,pressure_ms,projection_ms,advection_ms,diffusion_ms,walls_ms,total_ms
1,1720.4563850657455,25475.17140777931,1.720254230343889,17.202542303438893,195.09644036199228,0.18279999494552612,0.30759999935980886,0.09180000051856041,0.4842999915126711,0.04270000499673188,0.006199989002197981,1.120400003856048
2,766.4845640201174,18045.947816025124,1.3298801277470436,13.298801277470437,119.16506750265066,0.04090000584255904,0.08489999163430184,0.024900000425986946,0.21890000789426267,0.032500000088475645,0.00340001133736223,0.40720000106375664
3,499.6070971315979,15025.428270464792,1.0643243818115742,10.643243818115742,87.62740081833059,0.033499993151053786,0.07360000745393336,0.02339998900424689,0.21100000594742596,0.03060000017285347,0.0030999945010989904,0.37680000241380185
4,354.9328479419075,13176.447028352932,0.8942590196619735,8.942590196619737,68.41460959066141,0.03170000854879618,0.06819999543949962,0.022799998987466097,0.20979999681003392,0.02989999484270811,0.003000008291564882,0.36660001205746084
5,268.02356993591457,11700.062803590037,0.7921419441187333,7.921419441187332,55.45691274949479,0.031199990189634264,0.06659999780822545,0.02200000744778663,0.2091999922413379,0.02990000939462334,0.0029999937396496534,0.3628999984357506
6,208.6112203935245,10511.20108090631,0.7152846794476511,7.1528467944765115,46.268614220375895,0.031499992473982275,0.06770000618416816,0.022199994418770075,0.20939999376423657,0.029700007871724665,0.0027999922167509794,0.3642999945441261
7,168.12707191123178,9536.420065978444,0.6505554649276116,6.505554649276117,39.46374151936938,0.030700000934302807,0.06649999704677612,0.022099993657320738,0.20740000763908029,0.02950000634882599,0.0028999929782003164,0.3600999916670844
8,138.81976560050242,8728.638736903757,0.5957937067851218,5.957937067851217,34.24180771532706,0.030700000934302807,0.06540000322274864,0.02169999061152339,0.2077000099234283,0.029600007110275328,0.0028999929782003164,0.35930000012740493
9,116.76837258780391,8038.952503288978,0.5489256128689872,5.489256128689872,30.120985127836427,0.030800001695752144,0.06569999095518142,0.021800005924887955,0.20799999765586108,0.029499991796910763,0.003000008291564882,0.36020000698044896
10,99.63095668531378,7455.472848345606,0.5083861852928335,5.083861852928336,26.794997643840222,0.03090000245720148,0.23540000256616622,0.04270000499673188,1.222899998538196,0.16120000509545207,0.011399999493733048,1.7099000106099993
11,86.01821224162937,6949.398345882806,0.4729885596664747,4.729885596664747,24.061686628563884,0.09539999882690609,0.21720000950153917,0.056200005928985775,0.34889999369625,0.03540000761859119,0.0036999990697950125,0.7600999961141497
12,75.07696216589753,6504.774738859189,0.44184125066043123,4.418412506604312,21.781542179508794,0.03509999078232795,0.07930000720079988,0.0236999912885949,0.21670000569429249,0.031000003218650818,0.0031999952625483274,0.3904000041075051
13,66.13932461073878,6112.075343703399,0.41425271593667506,4.142527159366751,19.8548318565642,0.032199997804127634,0.08150000940077007,0.022799998987466097,0.21099999139551073,0.02990000939462334,0.003100009053014219,0.38180001138243824
14,58.72529509061546,5766.324209871575,0.38966318651841586,3.8966318651841587,18.208351393888375,0.03220001235604286,0.06880000000819564,0.02230000973213464,0.20979999681003392,0.02989999484270811,0.002900007530115545,0.3668999997898936
15,52.552672485594385,5459.090723316005,0.3697314979900802,3.6973149799008023,16.78735417314889,0.031099989428184927,0.0670000008540228,0.02239999594166875,0.2099999983329326,0.030100010917522013,0.0028999929782003164,0.36439999530557543
16,47.26194532444189,5184.290404516654,0.35227279129906297,3.52272791299063,15.55025607478534,0.031400006264448166,0.06579999171663076,0.022100008209235966,0.21009999909438193,0.029699993319809437,0.002900007530115545,0.3630999999586493
17,42.73378236856798,4937.615544511047,0.340720413623694,3.40720413623694,14.464803789725384,0.03090000245720148,0.06549998943228275,0.022200008970685303,0.20870000298600644,0.029600007110275328,0.0028999929782003164,0.36099999852012843
18,38.845862576315696,4715.413122363021,0.3298301209823154,3.298301209823154,13.50559869436114,0.03130000550299883,0.06629999552387744,0.021899992134422064,0.21430000197142363,0.04100000660400838,0.0029999937396496534,0.3792000061366707
